ROWNO,LEGACY_CODE_NO,SPOT_NM,SPOT_STD_CODE,INFO_CREAT_INSTT_NM,CL_MIDDLE_NM,CL_SMALL_NM,DO_NM,CTY_NM,ADRES,ADMCODE,CRDNT_X,CRDNT_Y,ABL_AT,ABL_DE,DAY_AVG,CHARGE,INS_DATE,DEL_YN,OFFICE,OFFICE_TEL,BUILDING_NO,LOC_JIBUN,COMMT,YYYY,PERIOD,INSP_CHECK,UN_INSP_DESC,ACCEPT_YN,SUIT,UNSUIT,ITEM_GENBACLOW,ITEM_GENBACMID,ITEM_TOTBAC,ITEM_BAC,ITEM_FESTR,ITEM_BRANFUNGUS,ITEM_GRGUNGUS,ITEM_SALMOL,ITEM_SEGEL,ITEM_SULFUNGUS,ITEM_YERSINIA,ITEM_PB,ITEM_F,ITEM_GAS,ITEM_SE,ITEM_HG,ITEM_CN,ITEM_CR6,ITEM_NO3AM,ITEM_NO3N,ITEM_CD,ITEM_BORON,ITEM_BRO3,ITEM_PHENOL,ITEM_DIAZN,ITEM_PARAT,ITEM_PENITRO,ITEM_CARBARYL,ITEM_TCET,ITEM_TECE,ITEM_TCE,ITEM_DCM,ITEM_BENZENE,ITEM_TOLUENE,ITEM_ETILBEN,ITEM_XYLENE,ITEM_DCE,ITEM_CCL4,ITEM_DBCP,ITEM_C4H8O2,ITEM_GRADIENT,ITEM_KMN,ITEM_SMELL,ITEM_COLOR,ITEM_CU,ITEM_ABS,ITEM_PH,ITEM_ZN,ITEM_CL,ITEM_FE,ITEM_MN,ITEM_MUDDY,ITEM_SO42,ITEM_AL,ITEM_URAN,INSP_RST,FAIL_DESC,SAMP_DATE 
6981,PUB_3196,만수천,11110E060000002,서울,,,서울특별시,종로구,서울특별시 종로구 옥인동 3-14,1111011100,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6982,PUB_3196,만수천,11110E060000002,서울,,,서울특별시,종로구,서울특별시 종로구 옥인동 3-14,1111011100,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,검사,,부적합,5,3,10,,검출,검출,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,대장균(검출) 총대장균군(검출) 분원성대장균군(검출),,2016-11-23
6983,PUB_3196,만수천,11110E060000002,서울,,,서울특별시,종로구,서울특별시 종로구 옥인동 3-14,1111011100,,,N,,30,서울시담당자,,N,,,,,,2016,4/4,검사,,부적합,5,3,8,,검출,검출,검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출) 대장균(검출) 분원성대장균군(검출),미실시 (동절기 채수불가) 약수터시설 청소 및 음용부적합안내,2016-12-19
6984,PUB_3132,천주교묘지,41630E060000024,경기,,,경기도,양주시,경기도 양주시 장흥면 23-1,4163034000,,,N,,30,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,3,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-10
6985,PUB_3132,천주교묘지,41630E060000024,경기,,,경기도,양주시,경기도 양주시 장흥면 23-1,4163034000,,,N,,30,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,48,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-04
6986,PUB_3132,천주교묘지,41630E060000024,경기,,,경기도,양주시,경기도 양주시 장흥면 23-1,4163034000,,,N,,30,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,6,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6987,PUB_3133,독정골,41630E060000025,경기,,,경기도,양주시,경기도 양주시 장흥면 97-1,4163034000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,14,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-10-10
6988,PUB_3133,독정골,41630E060000025,경기,,,경기도,양주시,경기도 양주시 장흥면 97-1,4163034000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,93,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-11-04
6989,PUB_3133,독정골,41630E060000025,경기,,,경기도,양주시,경기도 양주시 장흥면 97-1,4163034000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,22,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6990,PUB_3135,훈련장,41630E060000027,경기,,,경기도,양주시,경기도 양주시 광적면 116-3,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,1,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-10
6991,PUB_3135,훈련장,41630E060000027,경기,,,경기도,양주시,경기도 양주시 광적면 116-3,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-04
6992,PUB_3135,훈련장,41630E060000027,경기,,,경기도,양주시,경기도 양주시 광적면 116-3,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6993,PUB_3136,새낭골(위),41630E060000028,경기,,,경기도,양주시,경기도 양주시 광적면 70,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,5,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-10
6994,PUB_3136,새낭골(위),41630E060000028,경기,,,경기도,양주시,경기도 양주시 광적면 70,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,4,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-04
6995,PUB_3136,새낭골(위),41630E060000028,경기,,,경기도,양주시,경기도 양주시 광적면 70,4163033000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,2,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-05
6996,PUB_3137,샛골,41630E060000029,경기,,,경기도,양주시,경기도 양주시 회정동 336-1,4163011700,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
6997,PUB_3137,샛골,41630E060000029,경기,,,경기도,양주시,경기도 양주시 회정동 336-1,4163011700,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
6998,PUB_2471,사찰약수터,43150E060000005,충북,,,충청북도,제천시,충청북도 제천시 모산동 25,4315011400,,,N,,100,충청북도담당자,19970909,N,수도사업소,043-641-3704,,,,2017,2/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01
6999,PUB_2472,피재골약수터,43150E060000006,충북,,,충청북도,제천시,충청북도 제천시 모산동 2-1,4315011400,,,N,,450,충청북도담당자,19990420,N,수도사업소,043-641-3704,,,,2017,2/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-01
7000,PUB_2473,포전약수터,43150E060000007,충북,,,충청북도,제천시,충청북도 제천시 송학면 81-2,4315038000,,,N,,40,충청북도담당자,19990705,N,수도사업소,043-641-3704,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,,불검출,,,,,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,2.0,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,75.0,1.0,불검출,불검출,1.0,불검출,7.2,불검출,1.0,불검출,불검출,0.0,6.0,불검출,6.0E-4,,,2017-06-29
7001,PUB_2474,구룡약수터,43150E060000008,충북,,,충청북도,제천시,충청북도 제천시 금성면 성내리432-1,4315031022,,,N,,50,충청북도담당자,20091216,N,수도사업소,043-641-3704,,,,2017,2/4,검사,,부적합,138,5,190.0,,검출,,불검출,,,,,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,3.0,불검출,불검출,,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,불검출,118.0,1.0,불검출,불검출,1.0,불검출,6.8,0.0,24.0,불검출,불검출,0.0,7.0,불검출,0.0023,일반세균(190.0) 총대장균군(검출),,2017-06-28
7002,PUB_2489,죽전공동우물,43720E060000003,충북,,,충청북도,보은군,충청북도 보은군 보은읍 184-2,4372025000,,,N,,70,충청북도담당자,19980525,N,상하수도사업소,043-540-4415,,,,2017,2/4,검사,,적합,143,0,0.0,,불검출,불검출,불검출,,,,,,불검출,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.6,불검출,0.0,1.0,,6.5,0.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0E-4,,,2017-04-17
7003,PUB_2490,내북법주약수터,43720E060000004,충북,,,충청북도,보은군,충청북도 보은군 내북면 성암리15-2,4372039030,,,N,,30,충청북도담당자,20010228,N,상하수도사업소,043-540-4415,,,,2017,2/4,검사,,적합,143,0,2.0,,불검출,불검출,불검출,,,,,,불검출,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.7,불검출,0.0,1.0,,7.5,0.0,64.0,0.0,0.0,0.0,20.0,0.0,0.0015,,,2017-04-17
7004,PUB_2473,포전약수터,43150E060000007,충북,,,충청북도,제천시,충청북도 제천시 송학면 81-2,4315038000,,,N,,40,충청북도담당자,19990705,N,수도사업소,043-641-3704,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02
7005,PUB_2474,구룡약수터,43150E060000008,충북,,,충청북도,제천시,충청북도 제천시 금성면 성내리432-1,4315031022,,,N,,50,충청북도담당자,20091216,N,수도사업소,043-641-3704,,,,2016,4/4,검사,,적합,8,0,90,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-02
7006,PUB_2475,청석굴공동우물,43710E060000001,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 22,4311100000,,,N,,50,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,동파 방지 단수실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7007,PUB_2476,옥화유원지공동우물1,43710E060000002,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 21,4311100000,,,N,,50,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,동파 방지 단수실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7008,PUB_2477,옥화유원지공동우물2,43710E060000003,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 122,4311100000,,,N,,50,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,동파 방지 단수실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7009,PUB_2478,옥화유원지공동우물3,43710E060000004,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 153-2,4311100000,,,N,,50,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,동파 방지 단수실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7010,PUB_2479,금관유원지공동우물,43710E060000005,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 336,4311100000,,,N,,100,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,동파 방지 단수실시,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7011,PUB_2480,노산솔밭공동우물,43710E060000006,충북,,,충청북도,청주시서원구,충청북도 청주시서원구 867-1,4311200000,,,N,,50,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,미검사,사용금지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,사용금지 안내문 부착,2016-10-01
7012,PUB_2481,노산뱃터,43710E060000007,충북,,,충청북도,청주시서원구,충청북도 청주시서원구 461-3,4311200000,,,N,,30,유원상,19971114,N,환경과,043-251-3475,,,,2016,4/4,검사,,부적합,7,1,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,우라늄(0.0585),사용중지 안내문 부착(지정 폐쇄예정),2016-11-07
7013,PUB_2482,양지등산로공동우물,43710E060000008,충북,,,충청북도,청주시서원구,충청북도 청주시서원구 15-1,4311200000,,,N,,10,충청북도담당자,19971114,N,환경과,043-251-3475,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-07
7014,PUB_2483,잠방골옹달샘,43710E060000009,충북,,,충청북도,청주시상당구,충청북도 청주시상당구 45-1,4311100000,,,N,,10,충청북도담당자,20000330,N,환경과,043-251-3475,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06
7015,PUB_2484,묘안옹달샘,43710E060000010,충북,,,충청북도,청주시흥덕구,충청북도 청주시흥덕구 9-1,4311300000,,,N,,10,충청북도담당자,20000330,N,환경과,043-251-3475,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19
7016,PUB_2485,초정약수원탕매점,43710E060000011,충북,,,충청북도,청주시청원구,충청북도 청주시청원구 115-5,4311400000,,,N,,100,충청북도담당자,20090701,N,환경과,043-251-3475,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-21
7017,PUB_2486,원산면옥(초정약수터),43710E060000012,충북,,,충청북도,청주시청원구,충청북도 청주시청원구 111-4,4311400000,,,N,,100,충청북도담당자,20090701,N,환경과,043-251-3475,,,,2016,4/4,검사,,적합,8,0,35,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-21
7018,PUB_2686,도동약수터,47940E060000001,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 16,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
7019,PUB_2687,내수전약수터,47940E060000002,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 643,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7020,PUB_2687,내수전약수터,47940E060000002,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 643,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-22
7021,PUB_2687,내수전약수터,47940E060000002,경북,,,경상북도,울릉군,경상북도 울릉군 울릉읍 643,4794025000,,,N,,100,경상북도담당자,19960131,N,상하수도사업소,054-790-6346,,,,2016,4/4,미검사,양호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
7022,PUB_2243,대각사,29155E060000001,광주,,,광주광역시,남구,광주광역시 남구 봉선동 587,2915511500,,,N,,120,광주시담당자,20000221,N,기후변화대응과,062-650-7331,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7023,PUB_2244,용진약수터,29200E060000001,광주,,,광주광역시,광산구,광주광역시 광산구 왕동 4-1,2920017200,,,N,,100,광주시담당자,20000604,N,환경생태과,062-960-8449,,,,2016,4/4,검사,,부적합,7,1,,10,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),불검출,2016-10-19
7024,PUB_2245,산정약수터,29200E060000002,광주,,,광주광역시,광산구,광주광역시 광산구 산정동 53,2920012700,,,N,,200,광주시담당자,20010304,N,환경생태과,062-960-8449,,,,2016,4/4,검사,,적합,8,0,,37,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19
7025,PUB_2249,너덜겅,29110E060000002,광주,,,광주광역시,동구,광주광역시 동구 운림동 132-1,2911012100,,,N,,250,장서은,,N,무등산공원,062-365 -1187,,,,2016,4/4,검사,,부적합,7,1,,41,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-10-21
7026,PUB_2250,중머리재,29110E060000003,광주,,,광주광역시,동구,광주광역시 동구 용연동 254-3,2911012000,,,N,,200,장서은,,N,무등산공원,062-365 -1187,,,,2016,4/4,미검사,폐쇄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7027,PUB_2251,산장광장,29170E060000004,광주,,,광주광역시,북구,광주광역시 북구 금곡동 800,2917012000,,,N,,200,광주시담당자,,N,무등산공원,062-365 -1187,,,,2016,4/4,검사,,적합,8,0,,0,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-19
7028,PUB_2847,대동사,41281E060000008,경기,,,경기도,고양시덕양구,경기도 고양시덕양구 367,4128100000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7029,PUB_2847,대동사,41281E060000008,경기,,,경기도,고양시덕양구,경기도 고양시덕양구 367,4128100000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-28
7030,PUB_2847,대동사,41281E060000008,경기,,,경기도,고양시덕양구,경기도 고양시덕양구 367,4128100000,,,N,,50,경기도담당자,,N,,,,,,2016,4/4,검사,,부적합,7,1,0,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-12-26
7031,PUB_2848,덕산1,41281E060000009,경기,,,경기도,고양시덕양구,경기도 고양시덕양구 14,4128100000,,,N,,100,경기도담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-01
7032,PUB_2848,덕산1,41281E060000009,경기,,,경기도,고양시덕양구,경기도 고양시덕양구 14,4128100000,,,N,,100,경기도담당자,,N,,,,,,2016,4/4,미검사,수원고갈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
7033,PUB_2419,옷샘터,42820E060000008,강원,,,강원도,고성군,강원도 고성군 거진읍 60,4282025300,,,N,,20,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2016,4/4,미검사,12월 검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
7034,PUB_2419,옷샘터,42820E060000008,강원,,,강원도,고성군,강원도 고성군 거진읍 60,4282025300,,,N,,20,강원도담당자,20000515,N,상하수도사업소,033-680-3766,,,,2016,4/4,검사,,부적합,7,1,6,,검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,총대장균군(검출),,2016-12-13
7035,PUB_3228,송림천,11260E060000009,서울,,,서울특별시,중랑구,서울특별시 중랑구 망우동 57-3,1126010500,,,N,,300,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
7036,PUB_3229,용건,11260E060000010,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 35-1,1126010100,,,N,,50,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-24
7037,PUB_3229,용건,11260E060000010,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 35-1,1126010100,,,N,,50,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
7038,PUB_3229,용건,11260E060000010,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 35-1,1126010100,,,N,,50,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
7039,PUB_3230,용마(1),11260E060000011,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 1-2,1126010100,,,N,,150,서울시담당자,,N,,,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-10-24
7040,PUB_3230,용마(1),11260E060000011,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 1-2,1126010100,,,N,,150,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-11-01
7041,PUB_3230,용마(1),11260E060000011,서울,,,서울특별시,중랑구,서울특별시 중랑구 면목동 1-2,1126010100,,,N,,150,서울시담당자,,N,,,,,,2016,4/4,미검사,미검사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-01
7042,PUB_2630,낙하정,46810E060000002,전남,,,전라남도,강진군,전라남도 강진군 강진읍 79-1,4681025000,,,N,,500,김미란,20000422,N,상하수도사업소,061-430-3775,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13
7043,PUB_2631,탑골,46810E060000003,전남,,,전라남도,강진군,전라남도 강진군 강진읍 108-1,4681025000,,,N,,100,김미란,20010821,N,상하수도사업소,061-430-3775,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13
7044,PUB_2632,가재샘,46810E060000004,전남,,,전라남도,강진군,전라남도 강진군 도암면 20-1,4681034000,,,N,,60,김미란,19800405,N,상하수도사업소,061-430-3775,,,,2016,4/4,검사,,적합,8,0,0,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13
7045,PUB_2633,기알재,46810E060000005,전남,,,전라남도,강진군,전라남도 강진군 병영면 239,4681038000,,,N,,150,김미란,19930810,N,상하수도사업소,061-430-3775,,,,2016,4/4,검사,,적합,8,0,6,,불검출,,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-13
7046,PUB_2634,대흥사약수터,46820E060000001,전남,,,전라남도,해남군,전라남도 해남군 삼산면 146-3,4682031000,,,N,,150,김민주,19870506,N,상하수도사업소,061-530-3680,,,,2016,4/4,검사,,적합,8,0,1,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06
7047,PUB_2635,마봉약수터,46820E060000002,전남,,,전라남도,해남군,전라남도 해남군 송지면 95-9,4682034000,,,N,,85,김민주,19930701,N,상하수도사업소,061-530-3680,,,,2016,4/4,검사,,적합,8,0,0,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06
7048,PUB_2636,신덕약수터,46820E060000003,전남,,,전라남도,해남군,전라남도 해남군 화원면 357-3,4682043000,,,N,,100,김민주,19930601,N,상하수도사업소,061-530-3680,,,,2016,4/4,검사,,적합,8,0,2,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06
7049,PUB_2637,오소재약수터,46820E060000004,전남,,,전라남도,해남군,전라남도 해남군 북일면 117-8,4682036000,,,N,,350,김민주,19940911,N,상하수도사업소,061-530-3680,,,,2016,4/4,검사,,적합,8,0,16,,불검출,불검출,불검출,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-12-06
